game_id,season,week,home_team,away_team,result,spread_line,H_points_scored_avg,H_points_allowed_avg,H_total_yards_avg,H_total_yards_allowed_avg,H_rush_yards_avg,H_rush_yards_allowed_avg,H_pass_yards_avg,H_pass_yards_allowed_avg,H_turnovers_taken_avg,H_turnovers_lost_avg,H_points_scored_streak,H_points_allowed_streak,H_total_yards_streak,H_total_yards_allowed_streak,H_rush_yards_streak,H_rush_yards_allowed_streak,H_pass_yards_streak,H_pass_yards_allowed_streak,H_turnovers_taken_streak,H_turnovers_lost_streak,H_win_pct,H_win_pct_streak,H_computed_strength,A_points_scored_avg,A_points_allowed_avg,A_total_yards_avg,A_total_yards_allowed_avg,A_rush_yards_avg,A_rush_yards_allowed_avg,A_pass_yards_avg,A_pass_yards_allowed_avg,A_turnovers_taken_avg,A_turnovers_lost_avg,A_points_scored_streak,A_points_allowed_streak,A_total_yards_streak,A_total_yards_allowed_streak,A_rush_yards_streak,A_rush_yards_allowed_streak,A_pass_yards_streak,A_pass_yards_allowed_streak,A_turnovers_taken_streak,A_turnovers_lost_streak,A_win_pct,A_win_pct_streak,A_computed_strength
2017_11_LA_MIN,2017,11,MIN,LA,17,1.0,24.11111111111111,18.333333333333332,364.0,295.0,118.0,81.33333333333333,255.11111111111111,233.77777777777777,1.1111111111111112,1.1111111111111112,29.5,18.0,372.75,276.25,117.75,83.0,254.75,216.75,1.25,1.5,0.7777777777777778,1.0,0.04212555541447238,32.888888888888886,18.0,388.8888888888889,322.1111111111111,128.77777777777777,118.0,270.1111111111111,223.33333333333334,2.0,0.8888888888888888,36.0,10.25,397.5,296.75,151.25,98.5,257.75,217.5,2.5,0.5,0.7777777777777778,1.0,0.03900992288069794
2017_11_WAS_NO,2017,11,NO,WAS,3,9.5,29.77777777777778,18.333333333333332,402.44444444444446,312.3333333333333,142.22222222222223,110.88888888888889,266.44444444444446,219.33333333333334,1.4444444444444444,1.0,30.75,12.25,440.25,241.25,177.75,123.5,269.25,130.25,1.0,1.5,0.7777777777777778,1.0,0.04825567335522553,23.0,25.77777777777778,348.6666666666667,344.77777777777777,96.66666666666667,106.0,274.8888888888889,250.66666666666666,1.5555555555555556,1.3333333333333333,22.5,29.75,316.75,380.25,64.0,136.5,285.0,253.0,1.5,1.25,0.4444444444444444,0.25,0.030223958099388878
2017_11_KC_NYG,2017,11,NYG,KC,3,-10.0,16.666666666666668,26.444444444444443,307.77777777777777,400.3333333333333,89.77777777777777,132.55555555555554,232.55555555555554,275.8888888888889,1.0,1.2222222222222223,17.0,29.0,284.5,446.0,104.75,124.5,188.75,331.75,1.5,1.25,0.1111111111111111,0.25,0.018190768560931016,28.11111111111111,23.11111111111111,371.77777777777777,390.55555555555554,113.11111111111111,131.11111111111111,271.55555555555554,270.44444444444446,1.2222222222222223,0.4444444444444444,22.25,24.25,318.75,420.75,67.25,147.5,263.25,279.0,1.25,0.75,0.6666666666666666,0.25,0.03990725815840861
2017_11_TEN_PIT,2017,11,PIT,TEN,23,7.0,20.77777777777778,16.444444444444443,358.6666666666667,284.6666666666667,106.55555555555556,102.66666666666667,260.22222222222223,205.66666666666666,1.3333333333333333,1.3333333333333333,22.0,14.75,392.25,294.75,127.25,60.25,268.25,257.75,1.0,1.0,0.7777777777777778,1.0,0.042651866461456855,22.77777777777778,23.666666666666668,328.6666666666667,328.3333333333333,124.77777777777777,91.88888888888889,216.11111111111111,246.88888888888889,1.5555555555555556,1.4444444444444444,23.75,17.75,353.75,307.5,124.75,69.25,247.75,247.25,2.0,1.25,0.6666666666666666,1.0,0.03297219314835628
2017_11_ATL_SEA,2017,11,SEA,ATL,-3,1.0,23.444444444444443,18.333333333333332,368.6666666666667,318.8888888888889,100.66666666666667,101.0,282.55555555555554,237.33333333333334,1.5555555555555556,1.0,25.25,19.5,407.0,305.0,90.0,68.25,330.25,264.0,1.5,1.0,0.6666666666666666,0.75,0.032714837330865526,21.88888888888889,19.88888888888889,368.0,311.8888888888889,116.44444444444444,113.66666666666667,263.55555555555554,219.11111111111111,0.7777777777777778,1.2222222222222223,19.0,17.5,355.0,311.25,111.25,128.25,253.75,204.75,1.0,1.0,0.5555555555555556,0.5,0.03695229386372181
2017_12_JAX_ARI,2017,12,ARI,JAX,3,-6.5,17.6,25.4,328.2,344.4,69.3,101.3,277.5,257.7,1.1,1.6,14.25,24.0,286.5,349.5,68.5,117.25,229.75,249.25,1.25,1.75,0.4,0.25,0.01876767309853777,24.5,14.1,362.3,275.6,160.6,113.6,208.4,188.4,2.2,1.2,22.25,7.75,402.5,221.5,152.75,65.5,254.0,187.5,1.5,1.5,0.7,1.0,0.042627501643650624
2017_12_TB_ATL,2017,12,ATL,TB,14,10.5,23.1,21.0,359.1,316.9,113.7,115.9,256.7,222.6,0.9,1.1,25.75,19.5,339.0,301.0,103.5,121.75,244.25,206.0,1.5,1.0,0.6,0.75,0.036654075907741696,20.3,22.8,343.0,383.5,79.8,107.2,274.0,285.6,1.6,1.4,14.5,19.25,267.75,346.0,78.75,97.5,201.75,261.0,2.0,1.25,0.4,0.5,0.028040753974413378
2017_12_HOU_BAL,2017,12,BAL,HOU,7,7.5,21.3,17.1,280.0,306.0,114.6,120.8,180.6,204.4,2.3,1.5,24.75,11.75,265.75,268.75,92.25,90.0,191.75,205.25,2.25,0.75,0.5,0.5,0.03404253464632354,26.7,26.2,350.2,345.0,128.5,92.0,243.1,268.6,1.4,1.9,22.5,28.75,359.25,396.25,114.75,69.25,268.0,344.5,1.0,2.5,0.4,0.25,0.029081407837946254
2017_12_CLE_CIN,2017,12,CIN,CLE,14,7.5,16.9,19.9,265.6,323.0,68.0,122.4,215.8,218.6,1.0,1.5,17.75,21.75,230.5,374.0,47.25,139.0,199.5,252.5,1.5,0.75,0.4,0.5,0.023247490346126817,15.0,25.9,300.9,313.9,101.2,91.7,219.8,233.8,1.1,2.6,14.0,25.5,289.25,318.75,108.0,102.75,207.5,223.5,1.0,2.5,0.0,0.0,0.018954954186939793
2017_12_LAC_DAL,2017,12,DAL,LAC,-22,-1.0,24.2,24.2,342.2,332.0,140.4,115.7,214.1,239.6,0.9,1.2,19.25,25.0,285.0,332.75,129.75,116.0,178.25,227.25,1.0,1.75,0.5,0.5,0.030539219376117928,22.1,19.6,341.3,348.9,94.4,138.9,254.7,227.9,1.7,1.0,26.25,16.25,335.5,364.5,117.5,118.5,228.5,259.25,2.75,0.75,0.4,0.5,0.027239063390242717
2017_12_MIN_DET,2017,12,DET,MIN,-7,-2.5,27.1,23.4,338.6,354.5,80.8,114.2,276.0,253.9,1.9,1.2,27.5,21.25,399.0,378.5,76.0,144.0,333.0,244.5,1.25,1.0,0.6,0.75,0.03970521630465114,24.1,17.2,372.7,290.9,123.3,77.7,257.6,232.9,1.1,1.0,29.75,17.25,397.75,283.0,132.5,76.25,265.0,229.25,0.75,1.0,0.8,1.0,0.04573907569941416
2017_12_TEN_IND,2017,12,IND,TEN,-4,-3.0,17.9,28.0,300.8,386.2,95.9,111.3,230.0,287.4,1.2,1.2,15.0,21.25,300.25,350.0,93.5,107.0,240.75,257.0,1.25,0.75,0.3,0.25,0.020685095822796255,22.2,25.3,327.4,331.2,117.5,89.2,225.1,252.9,1.4,1.7,19.0,22.25,314.5,322.5,95.75,64.25,247.75,271.0,1.75,2.0,0.6,0.75,0.0319014562781553
2017_12_BUF_KC,2017,12,KC,BUF,-6,8.5,26.2,22.0,370.9,383.2,115.2,129.2,267.4,263.9,1.2,0.7,21.25,22.5,346.75,390.25,93.75,127.0,259.25,267.25,1.25,1.5,0.6,0.25,0.038837891254854776,20.8,25.0,302.1,366.8,117.7,119.9,198.7,254.9,1.7,1.3,22.25,37.25,307.25,402.25,117.75,173.0,202.25,230.25,1.0,2.5,0.5,0.25,0.024923976967734105
2017_12_NO_LA,2017,12,LA,NO,6,2.5,30.3,18.6,375.4,335.0,120.4,123.3,265.6,229.0,1.8,0.9,31.0,12.0,398.75,312.25,127.0,99.0,283.0,227.25,2.25,0.5,0.7,0.75,0.03694360405730753,30.2,19.6,415.9,326.7,144.0,115.4,278.3,229.6,1.3,1.0,32.75,15.75,453.25,290.25,177.5,117.25,282.75,189.0,0.75,1.25,0.8,1.0,0.0471719464928807
2017_12_MIA_NE,2017,12,NE,MIA,18,17.0,29.0,20.3,410.8,402.1,106.0,119.9,318.4,293.2,1.2,0.5,29.5,11.0,408.5,344.25,111.75,126.0,306.25,225.75,1.0,0.0,0.8,1.0,0.04549876840949869,15.7,25.4,292.5,339.2,80.4,109.9,224.8,239.6,0.8,1.6,16.25,35.5,338.5,385.75,78.5,151.25,266.25,237.5,0.5,2.0,0.4,0.0,0.02162451261340563
2017_12_CAR_NYJ,2017,12,NYJ,CAR,-8,-5.5,20.1,22.2,306.9,346.9,101.6,117.9,227.3,240.4,1.7,1.4,23.0,23.0,289.25,330.25,96.25,86.5,217.0,263.0,2.0,1.0,0.4,0.25,0.023703866035191003,21.3,18.0,336.6,278.2,127.6,80.6,224.9,213.9,0.9,1.6,21.25,14.5,356.25,275.0,175.75,76.5,189.0,210.75,1.25,1.5,0.7,0.75,0.03934757118495629
2017_12_CHI_PHI,2017,12,PHI,CHI,28,14.0,32.0,18.8,378.6,306.8,144.6,71.0,246.5,255.7,1.9,0.9,38.75,16.5,370.75,258.25,162.75,79.0,220.25,205.75,2.25,0.75,0.9,1.0,0.03659745297309627,17.4,22.1,302.4,319.2,131.8,106.0,188.0,231.6,1.1,1.6,17.25,18.25,295.25,343.5,125.5,108.5,186.75,255.25,1.5,0.75,0.3,0.25,0.03353716292625146
2017_12_GB_PIT,2017,12,PIT,GB,3,14.0,22.7,16.5,358.5,287.8,102.4,97.6,264.9,215.7,1.6,1.2,27.25,15.75,371.75,311.0,95.0,66.25,282.0,272.75,2.0,0.75,0.8,1.0,0.045630192343065985,20.4,23.0,308.8,340.1,102.4,105.7,232.5,250.2,1.4,1.3,14.25,23.75,294.5,361.0,123.5,84.5,195.75,293.0,1.25,1.5,0.5,0.25,0.027964538955652107
2017_12_SEA_SF,2017,12,SF,SEA,-11,-7.0,17.4,26.0,325.9,380.2,101.5,133.5,247.4,258.3,1.0,1.5,15.25,28.5,332.75,387.75,111.5,164.5,246.0,230.25,1.0,2.0,0.1,0.25,0.017511515076979706,24.2,19.9,368.0,314.9,104.2,99.8,279.7,233.1,1.4,1.1,27.0,26.25,391.25,330.5,98.0,79.0,310.25,279.25,1.25,1.25,0.6,0.5,0.03266909134099332
2017_12_NYG_WAS,2017,12,WAS,NYG,10,7.0,23.8,26.6,359.4,364.0,102.6,111.4,279.6,264.1,1.5,1.2,24.25,29.75,344.75,421.75,84.25,144.75,289.75,282.25,1.5,1.0,0.4,0.25,0.031003779452924214,16.2,24.7,308.7,396.6,92.0,132.7,229.8,271.3,1.2,1.2,14.25,28.75,297.25,433.75,95.75,146.5,208.0,290.75,1.5,1.5,0.2,0.25,0.022718209491619276
2017_13_LA_ARI,2017,13,ARI,LA,-16,-7.5,18.454545454545453,25.272727272727273,329.8181818181818,333.0,72.81818181818181,100.36363636363636,274.1818181818182,248.8181818181818,1.1818181818181819,1.6363636363636365,21.0,21.75,324.0,298.0,89.25,90.75,243.0,230.5,1.5,1.75,0.45454545454545453,0.5,0.021918245061401442,29.90909090909091,18.727272727272727,379.0,336.0,117.45454545454545,123.27272727272727,273.6363636363636,230.54545454545453,1.6363636363636365,0.9090909090909091,29.25,17.0,396.25,349.75,99.75,123.5,312.75,241.75,1.75,0.5,0.7272727272727273,0.75,0.0405891394830974
2017_13_MIN_ATL,2017,13,ATL,MIN,-5,2.0,24.09090909090909,20.90909090909091,373.3636363636364,322.0,116.81818181818181,113.9090909090909,266.8181818181818,228.0909090909091,0.8181818181818182,1.0909090909090908,28.0,19.5,371.5,324.5,105.5,134.5,272.75,212.5,1.5,0.75,0.6363636363636364,0.75,0.03808054523678963,24.636363636363637,17.727272727272727,375.90909090909093,290.72727272727275,124.45454545454545,75.45454545454545,259.8181818181818,234.45454545454547,1.1818181818181819,0.9090909090909091,31.25,19.0,410.5,303.25,124.25,73.5,288.5,245.25,1.25,0.75,0.8181818181818182,1.0,0.04484816103961058
2017_13_DET_BAL,2017,13,BAL,DET,24,2.5,21.454545454545453,17.0,281.27272727272725,305.72727272727275,116.81818181818181,115.81818181818181,179.0,208.72727272727272,2.3636363636363638,1.3636363636363635,26.5,9.75,287.25,255.25,111.0,64.25,186.0,221.25,2.75,0.75,0.5454545454545454,0.75,0.03457458439295116,26.727272727272727,24.0,334.09090909090907,359.3636363636364,78.27272727272727,116.18181818181819,273.6363636363636,256.45454545454544,1.7272727272727273,1.2727272727272727,29.5,23.75,350.75,382.5,71.5,159.25,289.75,235.75,0.75,1.25,0.5454545454545454,0.75,0.03442040858002794
2017_13_NE_BUF,2017,13,BUF,NE,-20,-7.5,20.363636363636363,23.636363636363637,299.0,354.90909090909093,116.45454545454545,114.0,197.27272727272728,249.8181818181818,1.6363636363636365,1.1818181818181819,17.75,36.25,291.5,369.5,102.25,173.25,206.75,201.75,0.5,2.5,0.5454545454545454,0.25,0.02906597537944049,29.545454545454547,20.0,411.3636363636364,385.6363636363636,114.18181818181819,115.0909090909091,310.09090909090907,286.09090909090907,1.3636363636363635,0.6363636363636364,32.5,13.5,412.0,313.75,120.25,112.75,300.75,221.25,1.75,0.5,0.8181818181818182,1.0,0.046774742218188045
2017_13_SF_CHI,2017,13,CHI,SF,-1,2.5,16.09090909090909,22.90909090909091,287.6363636363636,328.3636363636364,120.36363636363636,112.36363636363636,184.27272727272728,233.0909090909091,1.1818181818181819,1.7272727272727273,13.75,25.25,292.0,375.25,110.0,125.5,196.75,264.5,1.25,1.5,0.2727272727272727,0.0,0.03148011078382861,17.0,25.818181818181817,321.72727272727275,374.54545454545456,99.9090909090909,129.54545454545453,244.8181818181818,255.54545454545453,1.0,1.4545454545454546,16.0,24.5,330.25,342.0,106.75,120.75,242.0,228.25,1.25,1.75,0.09090909090909091,0.25,0.016466175667179405
2017_13_PIT_CIN,2017,13,CIN,PIT,-3,-4.5,18.09090909090909,19.545454545454547,274.27272727272725,330.45454545454544,75.63636363636364,126.63636363636364,215.63636363636363,223.0909090909091,0.9090909090909091,1.3636363636363635,19.25,20.0,251.75,392.5,70.75,152.5,192.25,261.25,1.25,0.5,0.45454545454545453,0.5,0.02064787708410768,23.454545454545453,17.545454545454547,368.09090909090907,289.54545454545456,104.0909090909091,96.0,272.72727272727275,218.36363636363637,1.4545454545454546,1.3636363636363635,27.75,19.25,382.75,343.0,87.25,68.5,302.75,299.0,1.5,1.5,0.8181818181818182,1.0,0.043536635235451274
2017_13_WAS_DAL,2017,13,DAL,WAS,24,-1.5,22.545454545454547,24.545454545454547,333.54545454545456,348.6363636363636,134.8181818181818,112.54545454545455,210.9090909090909,257.27272727272725,0.8181818181818182,1.2727272727272727,12.5,27.25,270.0,390.25,107.25,124.0,187.25,270.0,0.5,2.0,0.45454545454545453,0.25,0.030127982881632792,23.454545454545453,25.09090909090909,356.09090909090907,346.3636363636364,104.36363636363636,108.9090909090909,276.1818181818182,250.36363636363637,1.4545454545454546,1.1818181818181819,24.5,24.0,354.25,387.5,102.5,123.5,284.5,274.75,1.5,0.75,0.45454545454545453,0.5,0.032831537904500795
2017_13_TB_GB,2017,13,GB,TB,6,3.0,21.09090909090909,23.727272727272727,308.6363636363636,351.3636363636364,100.36363636363636,107.0909090909091,233.63636363636363,259.3636363636364,1.5454545454545454,1.1818181818181819,17.0,25.0,306.25,355.75,98.25,74.5,235.25,298.0,1.5,1.25,0.45454545454545453,0.25,0.028374475220751552,20.272727272727273,23.818181818181817,345.72727272727275,395.54545454545456,81.0909090909091,110.9090909090909,274.8181818181818,293.09090909090907,1.5454545454545454,1.2727272727272727,18.75,23.5,291.25,411.5,81.0,109.5,220.0,314.5,2.0,0.5,0.36363636363636365,0.5,0.028713485256044065
2017_13_IND_JAX,2017,13,JAX,IND,20,10.0,24.454545454545453,15.272727272727273,349.27272727272725,282.0,154.27272727272728,113.0909090909091,204.0,193.1818181818182,2.1818181818181817,1.2727272727272727,21.5,14.5,327.75,250.0,128.5,68.5,211.5,197.75,2.0,1.5,0.6363636363636364,0.75,0.04052379909893949,17.727272727272727,27.272727272727273,296.54545454545456,376.1818181818182,95.27272727272727,109.54545454545455,226.9090909090909,278.0,1.2727272727272727,1.1818181818181819,19.0,19.5,305.75,289.5,91.75,83.0,239.75,220.5,1.25,1.0,0.2727272727272727,0.25,0.018563842222398024
2017_13_CLE_LAC,2017,13,LAC,CLE,9,13.5,22.636363636363637,18.363636363636363,357.09090909090907,339.6363636363636,93.18181818181819,133.45454545454547,271.0,223.45454545454547,1.7272727272727273,0.9090909090909091,28.0,17.75,403.75,363.5,117.75,121.0,291.25,252.25,2.5,0.75,0.45454545454545453,0.5,0.03149823155081403,15.090909090909092,26.272727272727273,310.3636363636364,318.1818181818182,107.36363636363636,97.18181818181819,224.1818181818182,232.0,1.0,2.3636363636363638,15.75,30.0,319.5,341.75,133.75,120.75,215.75,226.25,0.75,1.75,0.0,0.0,0.016954415612801782
2017_13_DEN_MIA,2017,13,MIA,DEN,26,-1.0,15.818181818181818,26.272727272727273,286.0,346.27272727272725,79.18181818181819,117.72727272727273,223.9090909090909,238.45454545454547,0.9090909090909091,1.7272727272727273,20.5,34.25,344.75,416.25,84.0,156.75,276.0,264.0,1.0,2.25,0.36363636363636365,0.0,0.022519827803643918,17.90909090909091,25.454545454545453,319.45454545454544,289.09090909090907,107.72727272727273,87.18181818181819,232.72727272727272,213.54545454545453,0.7272727272727273,2.0,17.5,33.25,280.5,338.25,80.25,112.25,218.25,236.0,0.5,1.5,0.2727272727272727,0.0,0.018457765064999236
2017_13_CAR_NO,2017,13,NO,CAR,10,5.5,29.272727272727273,20.181818181818183,409.54545454545456,334.72727272727275,142.0909090909091,112.9090909090909,275.3636363636364,240.9090909090909,1.2727272727272727,0.9090909090909091,32.75,19.25,443.0,317.25,183.0,100.0,269.5,236.5,0.75,0.75,0.7272727272727273,0.75,0.047230340260504995,22.545454545454547,18.818181818181817,333.3636363636364,288.45454545454544,129.1818181818182,83.18181818181819,219.72727272727272,222.36363636363637,0.9090909090909091,1.4545454545454546,29.25,17.0,358.25,334.5,185.0,86.75,178.25,260.75,1.5,0.75,0.7272727272727273,1.0,0.04090406890741669
2017_13_KC_NYJ,2017,13,NYJ,KC,7,-3.5,20.727272727272727,23.363636363636363,314.54545454545456,342.72727272727275,102.27272727272727,120.36363636363636,234.54545454545453,233.8181818181818,1.5454545454545454,1.3636363636363635,22.75,24.0,319.0,316.25,100.5,109.5,241.5,223.5,1.5,0.75,0.36363636363636365,0.25,0.02511507463756047,24.727272727272727,21.454545454545453,358.6363636363636,372.72727272727275,109.72727272727273,126.9090909090909,261.1818181818182,256.54545454545456,1.0909090909090908,0.7272727272727273,16.25,18.75,299.5,331.0,84.0,131.0,223.5,208.75,1.25,1.75,0.5454545454545454,0.25,0.03892795630677122
2017_13_PHI_SEA,2017,13,SEA,PHI,14,-3.5,24.181818181818183,19.272727272727273,363.45454545454544,311.72727272727275,102.9090909090909,98.36363636363636,275.0,231.8181818181818,1.3636363636363635,1.0909090909090908,22.75,20.0,351.0,273.25,112.25,64.5,254.25,233.5,0.75,1.25,0.6363636363636364,0.5,0.031052215375917153,31.90909090909091,17.363636363636363,382.3636363636364,291.6363636363636,147.45454545454547,65.0909090909091,246.63636363636363,245.8181818181818,2.0,1.0,38.0,11.25,383.0,207.25,175.0,61.75,215.25,166.75,2.75,1.0,0.9090909090909091,1.0,0.04110095952128317
2017_13_HOU_TEN,2017,13,TEN,HOU,11,7.0,22.0,24.454545454545453,322.72727272727275,324.1818181818182,115.18181818181819,89.18181818181819,221.36363636363637,247.72727272727272,1.3636363636363635,1.7272727272727273,21.0,24.0,316.25,315.0,98.75,70.0,243.0,261.25,1.25,2.25,0.6363636363636364,0.75,0.028137361854544504,25.727272727272727,25.90909090909091,345.90909090909093,340.3636363636364,122.81818181818181,96.27272727272727,243.9090909090909,259.0,1.2727272727272727,2.0,17.0,24.25,307.75,350.0,95.75,95.75,230.5,272.25,0.75,2.5,0.36363636363636365,0.25,0.028159697156418157
2017_14_TEN_ARI,2017,14,ARI,TEN,5,-2.5,18.25,25.833333333333332,327.75,330.5,76.58333333333333,99.5,269.75,246.41666666666666,1.1666666666666667,1.6666666666666667,20.0,27.25,308.25,291.5,77.0,97.5,248.0,212.0,1.25,1.75,0.4166666666666667,0.25,0.021142519465720655,22.166666666666668,23.5,324.5,329.1666666666667,122.08333333333333,86.16666666666667,215.41666666666666,257.5,1.3333333333333333,1.5833333333333333,21.25,22.25,338.0,325.75,130.5,65.0,226.0,283.25,1.0,2.0,0.6666666666666666,0.75,0.027293197815041935
2017_14_NO_ATL,2017,14,ATL,NO,3,2.5,22.833333333333332,20.333333333333332,365.1666666666667,321.1666666666667,115.58333333333333,113.16666666666667,259.0,228.0,0.75,1.0,26.0,18.0,351.5,320.0,117.75,110.5,237.75,235.0,1.0,0.5,0.5833333333333334,0.75,0.039381538338497335,29.416666666666668,20.25,408.75,330.0833333333333,142.58333333333334,112.83333333333333,274.8333333333333,236.08333333333334,1.1666666666666667,0.9166666666666666,33.0,22.0,441.25,337.0,182.25,106.25,271.0,248.5,0.5,0.75,0.75,0.75,0.04440389792699933
2017_14_IND_BUF,2017,14,BUF,IND,6,3.5,18.916666666666668,23.583333333333332,296.4166666666667,361.5833333333333,122.0,120.41666666666667,190.41666666666666,250.5,1.5833333333333333,1.1666666666666667,13.25,33.5,281.75,395.5,132.25,172.5,164.25,231.25,0.75,2.0,0.5,0.25,0.028604762337444363,17.083333333333332,27.5,296.0,380.5,99.08333333333333,108.41666666666667,222.5,283.0,1.1666666666666667,1.25,15.75,21.0,295.5,327.5,98.25,92.5,225.0,244.25,1.0,1.25,0.25,0.25,0.01760349507209805
2017_14_MIN_CAR,2017,14,CAR,MIN,7,-2.5,22.416666666666668,19.833333333333332,328.8333333333333,297.75,127.75,88.58333333333333,216.66666666666666,226.25,0.9166666666666666,1.3333333333333333,30.25,24.0,364.5,364.75,188.0,102.5,185.5,275.5,1.0,0.5,0.6666666666666666,0.75,0.04039365748089927,23.75,17.0,370.5833333333333,289.4166666666667,122.83333333333333,77.66666666666667,257.0833333333333,229.33333333333334,1.0833333333333333,0.8333333333333334,26.5,17.25,394.25,303.0,128.5,70.25,273.25,243.75,1.0,0.5,0.8333333333333334,1.0,0.04720373890089908
2017_14_CHI_CIN,2017,14,CIN,CHI,-26,6.0,18.25,19.833333333333332,280.8333333333333,334.0833333333333,80.16666666666667,123.75,217.16666666666666,228.66666666666666,0.9166666666666666,1.25,22.5,20.0,303.0,384.0,96.0,138.25,216.75,269.0,1.25,0.5,0.4166666666666667,0.5,0.01950961021143319,15.916666666666666,22.25,275.9166666666667,333.3333333333333,115.5,112.16666666666667,177.41666666666666,238.08333333333334,1.1666666666666667,1.5833333333333333,14.25,24.0,252.0,375.5,86.25,127.75,181.25,263.0,1.0,1.25,0.25,0.0,0.03127419038940753
2017_14_GB_CLE,2017,14,CLE,GB,-6,-2.5,14.666666666666666,25.666666666666668,308.75,327.4166666666667,105.83333333333333,96.91666666666667,223.41666666666666,241.33333333333334,0.9166666666666666,2.3333333333333335,14.25,26.5,323.25,354.75,127.25,122.25,224.75,240.25,0.5,2.0,0.0,0.0,0.017283061767168848,21.5,23.416666666666668,305.9166666666667,355.0,108.58333333333333,111.91666666666667,221.16666666666666,260.25,1.5,1.1666666666666667,19.25,22.5,297.5,350.25,128.5,99.75,195.0,275.25,1.5,1.5,0.5,0.5,0.030493257197058858
2017_14_NYJ_DEN,2017,14,DEN,NYJ,23,-1.0,17.166666666666668,26.25,315.3333333333333,295.5833333333333,107.33333333333333,92.0,230.0,215.33333333333334,0.9166666666666666,2.0833333333333335,14.0,29.25,291.5,325.25,97.25,99.25,216.25,236.25,1.0,1.75,0.25,0.0,0.017705187353758818,22.166666666666668,24.0,329.1666666666667,353.6666666666667,106.83333333333333,119.66666666666667,242.58333333333334,244.83333333333334,1.4166666666666667,1.25,27.25,25.5,371.75,338.25,129.0,102.5,260.0,251.5,1.0,0.75,0.4166666666666667,0.5,0.028686210925805367
2017_14_SF_HOU,2017,14,HOU,SF,-10,1.0,24.666666666666668,25.75,349.0833333333333,340.6666666666667,117.0,104.75,254.0,249.91666666666666,1.1666666666666667,1.9166666666666667,16.75,25.25,331.75,343.25,85.5,122.25,267.0,232.75,0.5,2.5,0.3333333333333333,0.25,0.025945501359681176,16.833333333333332,24.833333333333332,327.25,355.5833333333333,100.75,123.91666666666667,248.83333333333334,242.75,0.9166666666666666,1.4166666666666667,17.25,19.75,367.75,302.25,110.75,108.25,273.5,201.0,1.0,1.5,0.16666666666666666,0.5,0.018460059967970722
2017_14_SEA_JAX,2017,14,JAX,SEA,6,3.0,24.916666666666668,14.833333333333334,355.8333333333333,282.6666666666667,149.41666666666666,115.41666666666667,215.16666666666666,191.58333333333334,2.1666666666666665,1.1666666666666667,23.25,15.25,332.75,285.5,115.25,96.5,231.25,207.25,2.5,1.25,0.6666666666666666,0.75,0.03744178293371775,24.166666666666668,18.5,359.0,321.1666666666667,101.33333333333333,98.33333333333333,271.0,241.5,1.4166666666666667,1.0,25.25,18.25,319.25,318.5,96.25,76.25,236.75,258.75,1.0,0.75,0.6666666666666666,0.75,0.034468213464076636
2017_14_PHI_LA,2017,14,LA,PHI,-8,-1.0,30.083333333333332,18.5,372.6666666666667,333.4166666666667,115.16666666666667,122.83333333333333,269.1666666666667,229.75,1.6666666666666667,0.9166666666666666,24.5,16.75,353.75,346.25,81.75,125.25,290.0,242.0,1.5,0.75,0.75,0.75,0.03632004594397664,30.083333333333332,17.916666666666668,385.9166666666667,293.1666666666667,143.33333333333334,66.66666666666667,255.08333333333334,244.25,1.8333333333333333,1.0833333333333333,32.25,14.75,412.75,225.25,171.5,59.25,249.5,181.75,2.25,1.25,0.8333333333333334,0.75,0.0391975950733757
2017_14_WAS_LAC,2017,14,LAC,WAS,17,6.0,22.333333333333332,17.666666666666668,363.0833333333333,335.5833333333333,93.25,129.75,277.0833333333333,222.75,1.75,0.8333333333333334,29.5,15.0,423.75,332.75,102.0,119.0,324.25,222.75,3.0,0.5,0.5,0.75,0.03181083662892961,22.666666666666668,26.166666666666668,349.75,340.4166666666667,100.33333333333333,115.0,274.0833333333333,238.0,1.3333333333333333,1.3333333333333333,23.75,30.0,363.25,347.0,103.75,132.0,285.5,226.0,1.0,1.25,0.4166666666666667,0.25,0.030738156871890934
2017_14_NE_MIA,2017,14,MIA,NE,7,-10.0,17.416666666666668,24.833333333333332,292.75,339.9166666666667,84.66666666666667,116.5,224.83333333333334,235.25,1.0833333333333333,1.8333333333333333,23.25,29.75,337.25,389.0,98.75,161.5,257.0,239.0,1.25,2.75,0.4166666666666667,0.25,0.024773823339052727,29.0,18.583333333333332,413.3333333333333,375.8333333333333,120.58333333333333,120.75,305.75,271.8333333333333,1.3333333333333333,0.6666666666666666,33.0,11.0,417.25,293.5,143.75,119.25,282.0,197.0,1.75,0.75,0.8333333333333334,1.0,0.049771794873115734
2017_14_DAL_NYG,2017,14,NYG,DAL,-20,-4.0,15.75,24.25,293.5,390.8333333333333,89.08333333333333,130.66666666666666,218.58333333333334,270.1666666666667,1.1666666666666667,1.25,15.0,21.0,282.0,390.25,93.75,140.25,200.75,261.75,1.75,1.25,0.16666666666666666,0.25,0.022644979223918792,23.833333333333332,23.666666666666668,328.6666666666667,342.9166666666667,138.75,107.83333333333333,201.83333333333334,256.75,1.0,1.1666666666666667,15.0,26.5,245.0,379.5,120.0,121.0,150.5,267.0,1.0,2.0,0.5,0.25,0.028174666014350067
