game_id,season,week,home_team,away_team,result,spread_line,H_points_scored_avg,H_points_allowed_avg,H_total_yards_avg,H_total_yards_allowed_avg,H_rush_yards_avg,H_rush_yards_allowed_avg,H_pass_yards_avg,H_pass_yards_allowed_avg,H_turnovers_taken_avg,H_turnovers_lost_avg,H_points_scored_streak,H_points_allowed_streak,H_total_yards_streak,H_total_yards_allowed_streak,H_rush_yards_streak,H_rush_yards_allowed_streak,H_pass_yards_streak,H_pass_yards_allowed_streak,H_turnovers_taken_streak,H_turnovers_lost_streak,H_win_pct,H_win_pct_streak,H_computed_strength,A_points_scored_avg,A_points_allowed_avg,A_total_yards_avg,A_total_yards_allowed_avg,A_rush_yards_avg,A_rush_yards_allowed_avg,A_pass_yards_avg,A_pass_yards_allowed_avg,A_turnovers_taken_avg,A_turnovers_lost_avg,A_points_scored_streak,A_points_allowed_streak,A_total_yards_streak,A_total_yards_allowed_streak,A_rush_yards_streak,A_rush_yards_allowed_streak,A_pass_yards_streak,A_pass_yards_allowed_streak,A_turnovers_taken_streak,A_turnovers_lost_streak,A_win_pct,A_win_pct_streak,A_computed_strength
2024_13_PHI_BAL,2024,13,BAL,PHI,-5,3.0,30.333333333333332,24.5,424.75,355.9166666666667,179.75,77.91666666666667,254.5,297.4166666666667,0.9166666666666666,0.75,30.5,21.25,376.25,344.25,140.5,94.0,238.5,269.0,0.75,0.75,0.6666666666666666,0.75,0.04205270217332921,26.90909090909091,18.09090909090909,389.45454545454544,275.1818181818182,193.36363636363637,99.18181818181819,216.45454545454547,196.9090909090909,1.1818181818181819,0.9090909090909091,31.25,16.75,427.5,230.25,241.5,85.5,209.25,167.25,2.25,0.75,0.8181818181818182,1.0,0.04075559204704505
2024_13_SF_BUF,2024,13,BUF,SF,25,6.5,29.09090909090909,19.454545454545453,345.45454545454544,329.27272727272725,119.18181818181819,119.0909090909091,231.63636363636363,226.8181818181818,1.8181818181818181,0.6363636363636364,30.25,19.5,388.25,306.5,124.25,95.0,265.0,227.75,2.0,1.25,0.8181818181818182,1.0,0.03890610144904387,23.636363636363637,23.636363636363637,384.54545454545456,304.1818181818182,138.36363636363637,110.81818181818181,255.63636363636363,205.8181818181818,1.3636363636363635,1.2727272727272727,20.0,25.5,350.0,280.25,118.25,107.25,242.75,185.75,0.75,1.0,0.45454545454545453,0.5,0.030863256080346808
2024_13_TB_CAR,2024,13,CAR,TB,-3,-6.5,17.636363636363637,30.90909090909091,285.72727272727275,387.6363636363636,107.72727272727273,160.45454545454547,188.36363636363637,237.0909090909091,0.9090909090909091,1.4545454545454546,21.0,24.25,293.0,390.0,105.5,157.75,196.0,252.5,1.25,1.0,0.2727272727272727,0.5,0.015473683381992441,28.09090909090909,24.818181818181817,369.8181818181818,376.1818181818182,128.1818181818182,120.72727272727273,254.45454545454547,275.1818181818182,1.0,1.1818181818181819,25.0,22.75,345.5,359.0,116.0,101.0,235.0,278.0,0.5,1.0,0.45454545454545453,0.25,0.03536748781495983
2024_13_PIT_CIN,2024,13,CIN,PIT,-6,3.0,27.0,26.90909090909091,354.45454545454544,355.8181818181818,91.54545454545455,129.8181818181818,275.27272727272725,236.0909090909091,1.0,0.8181818181818182,29.75,32.5,393.75,360.0,86.75,118.75,317.25,255.25,0.75,1.0,0.36363636363636365,0.25,0.0266754292822511,22.90909090909091,16.90909090909091,328.0,305.54545454545456,135.1818181818182,90.27272727272727,212.45454545454547,230.54545454545453,1.9090909090909092,0.8181818181818182,22.75,21.25,352.25,317.75,137.25,106.5,237.0,223.0,2.0,1.25,0.7272727272727273,0.75,0.039621508229811184
2024_13_NYG_DAL,2024,13,DAL,NYG,7,4.5,20.09090909090909,29.0,323.3636363636364,370.09090909090907,82.54545454545455,150.45454545454547,256.0,234.54545454545453,1.0909090909090908,1.9090909090909092,17.75,30.25,311.5,365.75,97.25,143.25,229.75,240.25,1.75,2.0,0.36363636363636365,0.25,0.02656784374892781,14.818181818181818,22.90909090909091,303.8181818181818,342.3636363636364,115.9090909090909,148.0,206.1818181818182,214.9090909090909,0.8181818181818182,1.2727272727272727,16.0,25.75,326.75,385.25,141.0,165.25,205.0,226.75,0.75,1.75,0.18181818181818182,0.0,0.018672582697016084
2024_13_CLE_DEN,2024,13,DEN,CLE,9,6.5,22.0,16.833333333333332,313.5,296.1666666666667,111.58333333333333,96.16666666666667,215.08333333333334,220.75,1.1666666666666667,1.0833333333333333,22.75,20.5,326.0,322.75,92.0,75.75,255.0,267.75,0.75,0.25,0.5833333333333334,0.5,0.032671205099696704,16.90909090909091,24.272727272727273,293.1818181818182,345.0,88.18181818181819,130.63636363636363,226.9090909090909,232.0909090909091,0.6363636363636364,1.3636363636363635,19.25,26.25,361.0,392.5,77.5,138.5,295.75,276.75,0.75,1.75,0.2727272727272727,0.5,0.025201638697469317
2024_13_CHI_DET,2024,13,DET,CHI,3,9.5,32.72727272727273,16.636363636363637,394.27272727272725,322.27272727272725,150.8181818181818,94.9090909090909,259.09090909090907,242.54545454545453,1.7272727272727273,0.9090909090909091,31.5,12.25,410.25,274.75,140.5,82.75,275.75,203.75,1.0,1.25,0.9090909090909091,1.0,0.05130035401937048,20.09090909090909,19.727272727272727,299.45454545454544,339.0,111.81818181818181,129.72727272727272,214.1818181818182,225.54545454545453,1.6363636363636365,0.6363636363636364,14.5,24.5,293.5,374.0,99.75,146.75,227.0,235.75,1.25,0.0,0.36363636363636365,0.0,0.02936286249418805
2024_13_MIA_GB,2024,13,GB,MIA,13,3.5,26.181818181818183,20.272727272727273,382.72727272727275,319.27272727272725,151.63636363636363,112.72727272727273,238.54545454545453,223.63636363636363,1.9090909090909092,1.1818181818181819,25.5,20.0,381.5,320.75,145.75,109.5,237.25,220.75,1.25,0.75,0.7272727272727273,0.75,0.04365498484068754,19.545454545454547,21.454545454545453,323.90909090909093,304.8181818181818,116.81818181818181,106.9090909090909,225.1818181818182,211.63636363636363,1.0,1.0,29.5,19.75,334.25,313.25,90.75,77.5,260.75,258.0,1.5,1.0,0.45454545454545453,0.75,0.022220517343419077
2024_13_HOU_JAX,2024,13,JAX,HOU,-3,-3.5,18.90909090909091,28.727272727272727,291.3636363636364,413.72727272727275,101.63636363636364,135.45454545454547,207.36363636363637,290.1818181818182,0.6363636363636364,1.3636363636363635,15.75,30.5,230.5,479.0,62.0,193.0,181.5,293.0,1.25,2.0,0.18181818181818182,0.0,0.023842307669429075,23.75,22.333333333333332,336.0,303.0833333333333,114.58333333333333,109.66666666666667,247.25,216.0,1.75,1.0833333333333333,24.25,22.25,305.25,348.75,106.0,100.25,231.75,271.75,2.5,1.5,0.5833333333333334,0.25,0.03533097973538684
2024_13_LV_KC,2024,13,KC,LV,2,13.5,24.545454545454547,19.818181818181817,342.72727272727275,301.0,116.27272727272727,85.27272727272727,243.0,225.72727272727272,0.8181818181818182,1.2727272727272727,24.25,23.75,333.5,311.5,106.0,90.5,255.5,235.0,0.25,0.75,0.9090909090909091,0.75,0.04092797175390382,18.727272727272727,28.545454545454547,293.0,325.27272727272725,74.63636363636364,119.0,240.0,224.0909090909091,0.45454545454545453,2.0,20.5,32.75,285.5,346.25,55.5,89.25,254.25,268.5,0.5,1.5,0.18181818181818182,0.0,0.020808557396493836
2024_13_ARI_MIN,2024,13,MIN,ARI,1,3.5,24.90909090909091,17.90909090909091,351.09090909090907,317.6363636363636,117.0909090909091,74.72727272727273,252.45454545454547,266.27272727272725,1.9090909090909092,1.5454545454545454,21.5,15.0,396.75,266.0,127.0,58.75,285.75,231.25,1.5,2.0,0.8181818181818182,1.0,0.04418720080535808,22.181818181818183,21.454545454545453,342.3636363636364,340.6363636363636,140.27272727272728,121.81818181818181,213.0,235.1818181818182,1.0,1.1818181818181819,23.5,14.5,360.75,277.5,122.75,90.75,253.0,214.0,0.5,0.75,0.5454545454545454,0.75,0.03500052252657415
2024_13_IND_NE,2024,13,NE,IND,-1,-2.5,16.416666666666668,23.5,280.25,347.6666666666667,112.83333333333333,123.08333333333333,190.5,237.0,0.5,1.3333333333333333,18.25,21.25,319.0,329.25,116.25,103.0,223.5,243.0,0.5,2.0,0.25,0.25,0.0215027721453477,20.166666666666668,22.833333333333332,316.3333333333333,375.8333333333333,115.58333333333333,142.58333333333334,216.08333333333334,249.0,1.4166666666666667,1.5,16.75,25.5,297.0,368.25,94.0,124.0,223.75,261.25,1.25,1.75,0.4166666666666667,0.25,0.031099506428546107
2024_13_LA_NO,2024,13,NO,LA,-7,-2.5,23.818181818181817,23.636363636363637,347.3636363636364,391.1818181818182,130.72727272727272,134.1818181818182,228.27272727272728,270.90909090909093,1.3636363636363635,1.0,21.25,20.0,407.75,384.25,156.0,112.25,263.0,287.75,0.5,0.5,0.36363636363636365,0.5,0.021605136409014597,21.181818181818183,25.09090909090909,331.8181818181818,362.45454545454544,95.0909090909091,144.27272727272728,254.54545454545453,239.36363636363637,1.3636363636363635,1.0909090909090908,22.25,25.5,346.25,381.25,84.25,153.25,282.25,257.75,1.75,1.0,0.45454545454545453,0.5,0.03202697399138283
2024_13_SEA_NYJ,2024,13,NYJ,SEA,-5,1.0,18.545454545454547,22.0,294.54545454545456,305.1818181818182,87.18181818181819,130.0909090909091,225.27272727272728,197.1818181818182,0.7272727272727273,1.0,19.0,24.25,272.25,327.5,95.5,134.25,194.75,221.0,0.5,0.5,0.2727272727272727,0.25,0.02644782628977235,22.363636363636363,22.181818181818183,346.27272727272725,344.8181818181818,89.0909090909091,130.45454545454547,279.09090909090907,232.27272727272728,1.0,1.2727272727272727,16.5,20.0,307.75,346.5,74.5,103.0,262.5,256.25,1.0,1.5,0.5454545454545454,0.5,0.03027502580340978
2024_13_TEN_WAS,2024,13,WAS,TEN,23,6.0,27.833333333333332,23.083333333333332,371.0,334.75,147.66666666666666,145.5,234.66666666666666,204.5,0.9166666666666666,0.5833333333333334,24.5,27.5,320.0,351.0,111.75,155.75,219.25,209.25,1.0,1.0,0.5833333333333334,0.25,0.03437203806017485,18.363636363636363,26.363636363636363,302.09090909090907,276.54545454545456,118.36363636363636,106.72727272727273,204.8181818181818,185.0909090909091,0.7272727272727273,1.8181818181818181,20.5,23.5,338.0,295.5,116.0,94.25,247.0,215.75,1.5,1.0,0.2727272727272727,0.5,0.02472938566146233
2024_14_SEA_ARI,2024,14,ARI,SEA,-12,3.0,22.166666666666668,21.583333333333332,347.6666666666667,335.0,141.41666666666666,117.33333333333333,216.91666666666666,235.16666666666666,1.0,1.25,22.0,13.5,365.0,251.5,140.75,70.25,241.25,214.25,0.75,1.25,0.5,0.5,0.03643182060977407,22.666666666666668,22.083333333333332,339.0,337.75,88.66666666666667,127.0,273.0,228.33333333333334,1.0833333333333333,1.1666666666666667,20.5,17.5,314.25,300.25,87.5,84.25,261.0,231.75,1.25,1.25,0.5833333333333334,0.75,0.031811907804827545
2024_14_CIN_DAL,2024,14,DAL,CIN,-7,-5.0,20.666666666666668,28.25,322.8333333333333,359.8333333333333,85.83333333333333,147.58333333333334,250.91666666666666,229.83333333333334,1.1666666666666667,1.75,19.25,28.5,295.75,350.0,93.5,147.25,216.5,229.25,2.0,2.0,0.4166666666666667,0.5,0.02463715309654968,27.916666666666668,28.333333333333332,356.1666666666667,369.5,91.66666666666667,128.16666666666666,278.0833333333333,250.91666666666666,1.0,1.0,35.0,34.25,417.5,390.75,95.5,106.0,336.0,299.75,1.0,1.25,0.3333333333333333,0.25,0.027229794841793106
2024_14_GB_DET,2024,14,DET,GB,3,3.0,31.916666666666668,16.916666666666668,395.1666666666667,320.5,154.41666666666666,93.5,255.91666666666666,243.66666666666666,1.5833333333333333,0.9166666666666666,31.25,13.75,446.25,246.75,158.0,67.75,294.75,199.5,0.75,1.5,0.9166666666666666,1.0,0.05066386468672725,26.5,20.0,383.1666666666667,324.0833333333333,148.5,106.58333333333333,241.5,235.41666666666666,1.75,1.0833333333333333,25.5,17.5,373.0,317.5,131.75,96.5,242.75,235.0,0.75,0.5,0.75,0.75,0.043540602974561825
2024_14_LAC_KC,2024,14,KC,LAC,2,5.0,24.083333333333332,19.583333333333332,341.5833333333333,312.0833333333333,111.83333333333333,87.83333333333333,248.25,235.25,0.8333333333333334,1.1666666666666667,21.5,22.0,319.75,349.0,90.75,95.75,259.25,270.0,0.5,0.5,0.9166666666666666,0.75,0.037865268190329246,21.666666666666668,15.666666666666666,311.5,325.8333333333333,112.91666666666667,119.41666666666667,214.83333333333334,221.75,1.5,0.4166666666666667,25.25,21.75,304.5,370.0,109.75,142.5,207.25,238.25,1.0,0.5,0.6666666666666666,0.75,0.03552061816563442
2024_14_BUF_LA,2024,14,LA,BUF,2,-3.5,21.166666666666668,24.166666666666668,331.0,359.6666666666667,100.16666666666667,144.16666666666666,248.58333333333334,234.75,1.25,1.0,21.0,24.0,335.25,357.5,106.25,162.25,253.5,213.0,1.0,0.75,0.5,0.5,0.03277954254587338,29.583333333333332,18.666666666666668,347.6666666666667,321.75,127.58333333333333,121.91666666666667,225.0,215.75,1.8333333333333333,0.5833333333333334,31.25,19.5,370.0,308.0,138.25,125.25,232.25,198.25,2.25,1.0,0.8333333333333334,1.0,0.0404561188302477
2024_14_NYJ_MIA,2024,14,MIA,NYJ,6,6.5,19.333333333333332,22.166666666666668,328.3333333333333,311.75,110.33333333333333,107.5,236.83333333333334,216.83333333333334,0.9166666666666666,0.9166666666666666,27.0,19.75,335.25,328.5,63.25,82.5,294.25,267.75,1.25,0.75,0.4166666666666667,0.75,0.022687591218777392,18.75,22.333333333333332,291.6666666666667,301.3333333333333,87.33333333333333,126.25,221.91666666666666,197.91666666666666,0.6666666666666666,1.0833333333333333,18.75,24.5,253.25,329.75,89.75,127.25,182.75,233.75,0.5,1.0,0.25,0.25,0.026423408963824373
2024_14_ATL_MIN,2024,14,MIN,ATL,21,6.0,24.75,18.25,344.5833333333333,325.0,113.0,81.33333333333333,251.0,265.75,1.9166666666666667,1.5,22.0,17.25,361.25,310.75,110.75,80.25,266.5,251.5,1.5,1.5,0.8333333333333334,1.0,0.04399140771031518,21.416666666666668,24.25,360.75,343.4166666666667,117.75,121.25,257.5,228.5,0.8333333333333334,1.4166666666666667,15.75,24.0,338.5,333.5,111.75,98.5,242.5,243.5,0.25,1.75,0.5,0.25,0.023763257050351434
2024_14_NO_NYG,2024,14,NYG,NO,-3,-5.5,15.25,23.25,299.0833333333333,340.25,115.91666666666667,145.83333333333334,203.83333333333334,213.25,0.75,1.3333333333333333,16.5,26.0,290.0,358.0,130.75,154.0,183.5,206.0,0.5,1.75,0.16666666666666666,0.0,0.01759128408977155,23.0,23.416666666666668,345.8333333333333,385.4166666666667,131.75,136.0,224.58333333333334,263.5833333333333,1.25,0.9166666666666666,22.75,18.75,398.5,370.25,162.5,120.75,238.75,263.75,0.5,0.5,0.3333333333333333,0.5,0.021645433515396013
2024_14_CAR_PHI,2024,14,PHI,CAR,6,14.0,26.666666666666668,18.166666666666668,378.0,283.25,188.91666666666666,104.75,208.25,200.25,1.0833333333333333,0.8333333333333334,30.25,15.75,378.75,268.5,217.25,112.0,181.25,184.25,1.75,0.5,0.8333333333333334,1.0,0.04268334702602561,18.083333333333332,30.5,292.5,392.4166666666667,105.25,166.75,197.5,237.33333333333334,1.0,1.4166666666666667,23.25,23.75,313.75,401.25,107.75,191.25,214.5,233.75,1.25,0.75,0.25,0.5,0.016401145607533897
2024_14_CLE_PIT,2024,14,PIT,CLE,13,6.0,24.666666666666668,18.666666666666668,344.0,311.3333333333333,133.08333333333334,90.5,229.25,237.08333333333334,2.0,0.8333333333333334,27.25,26.25,375.75,313.0,123.0,90.5,271.0,234.25,2.25,1.25,0.75,0.75,0.039830619524145475,18.166666666666668,25.666666666666668,314.9166666666667,349.5833333333333,87.25,128.58333333333334,249.41666666666666,237.25,0.75,1.5,20.0,30.5,399.25,395.75,76.75,134.0,336.5,278.0,1.25,2.25,0.25,0.25,0.02519734200810527
2024_14_CHI_SF,2024,14,SF,CHI,25,3.0,22.5,24.583333333333332,372.4166666666667,309.8333333333333,139.58333333333334,119.91666666666667,242.16666666666666,201.33333333333334,1.25,1.3333333333333333,15.0,28.25,292.5,300.25,100.75,148.25,201.25,163.0,0.25,1.5,0.4166666666666667,0.25,0.02969571405236866,20.083333333333332,20.0,299.5833333333333,344.5,109.0,135.08333333333334,217.66666666666666,225.16666666666666,1.5833333333333333,0.5833333333333334,17.25,23.0,308.5,387.75,102.0,142.0,236.75,252.5,1.0,0.0,0.3333333333333333,0.0,0.030708853375485314
2024_14_LV_TB,2024,14,TB,LV,15,7.0,27.916666666666668,24.666666666666668,376.0833333333333,375.4166666666667,137.16666666666666,117.16666666666667,253.25,277.0833333333333,1.0,1.25,25.0,20.75,348.75,352.25,149.5,88.25,212.5,283.5,0.75,0.75,0.5,0.5,0.0347132934082354,18.583333333333332,27.75,304.75,325.5833333333333,78.08333333333333,114.33333333333333,248.33333333333334,230.91666666666666,0.4166666666666667,1.9166666666666667,19.75,30.75,337.0,345.0,76.25,84.5,287.0,279.5,0.25,1.5,0.16666666666666666,0.0,0.019468378476148254
2024_14_JAX_TEN,2024,14,TEN,JAX,-4,3.0,18.416666666666668,27.666666666666668,297.3333333333333,292.0833333333333,111.41666666666667,120.08333333333333,205.41666666666666,186.83333333333334,0.75,1.75,20.25,29.75,299.25,337.5,83.0,133.5,240.0,215.75,1.0,1.0,0.25,0.25,0.024280194123002617,19.0,28.25,298.3333333333333,406.4166666666667,101.25,133.16666666666666,213.08333333333334,286.1666666666667,0.5833333333333334,1.3333333333333333,14.0,28.75,226.75,455.0,63.5,177.5,173.5,290.5,1.0,1.75,0.16666666666666666,0.0,0.022388806540373483
2024_15_NE_ARI,2024,15,ARI,NE,13,6.0,21.846153846153847,22.23076923076923,348.46153846153845,340.6923076923077,139.84615384615384,121.84615384615384,220.15384615384616,235.0,0.9230769230769231,1.3076923076923077,19.25,18.75,367.0,293.5,117.75,97.0,267.5,218.25,0.75,1.25,0.46153846153846156,0.25,0.03620029318566303,17.0,23.615384615384617,291.3076923076923,340.53846153846155,119.53846153846153,124.6923076923077,194.15384615384616,227.15384615384616,0.6153846153846154,1.3076923076923077,20.0,22.5,351.25,293.0,138.75,97.25,231.5,210.25,0.75,1.5,0.23076923076923078,0.25,0.022163947753849885
2024_15_DAL_CAR,2024,15,CAR,DAL,-16,2.5,17.923076923076923,29.846153846153847,293.2307692307692,384.84615384615387,106.23076923076923,170.0,197.0,227.3846153846154,0.9230769230769231,1.3846153846153846,21.5,23.75,327.75,368.0,117.25,194.25,219.5,201.75,1.25,0.75,0.23076923076923078,0.25,0.017961019407353517,20.615384615384617,28.153846153846153,322.7692307692308,365.46153846153845,91.23076923076923,141.92307692307693,245.69230769230768,240.53846153846155,1.1538461538461537,1.6923076923076923,22.75,26.75,339.75,371.25,108.25,119.0,245.75,269.75,1.75,1.0,0.38461538461538464,0.5,0.024236572093921167
2024_15_KC_CLE,2024,15,CLE,KC,-14,-4.5,17.846153846153847,25.76923076923077,313.7692307692308,343.2307692307692,88.53846153846153,127.92307692307692,246.53846153846155,231.15384615384616,0.7692307692307693,1.5384615384615385,21.0,30.5,401.25,377.0,83.0,140.0,330.75,247.0,1.5,2.0,0.23076923076923078,0.25,0.02156721522900431,23.692307692307693,19.384615384615383,338.2307692307692,310.2307692307692,110.61538461538461,88.3076923076923,245.30769230769232,233.53846153846155,0.7692307692307693,1.0769230769230769,22.25,22.75,319.25,356.0,100.5,99.75,245.25,269.5,0.5,0.5,0.9230769230769231,0.75,0.03626985362875226
2024_15_IND_DEN,2024,15,DEN,IND,18,4.5,23.46153846153846,18.0,320.15384615384613,316.0,111.15384615384616,94.6923076923077,221.15384615384616,242.0,1.3076923076923077,1.1538461538461537,30.5,18.25,346.25,362.25,88.0,63.25,272.25,322.0,1.5,0.5,0.6153846153846154,0.75,0.03167429058689251,20.53846153846154,22.923076923076923,311.61538461538464,379.53846153846155,117.76923076923077,147.0,207.84615384615384,248.15384615384616,1.3846153846153846,1.5384615384615385,19.75,26.25,304.0,370.5,113.0,140.75,206.25,242.75,0.75,1.75,0.46153846153846156,0.5,0.030220719438218448
2024_15_BUF_DET,2024,15,DET,BUF,-6,2.5,32.07692307692308,18.0,394.84615384615387,318.7692307692308,151.07692307692307,93.92307692307692,258.0,240.76923076923077,1.5384615384615385,0.9230769230769231,33.25,15.75,457.75,259.25,159.5,78.5,305.5,193.0,0.5,0.5,0.9230769230769231,1.0,0.04842191530527851,30.53846153846154,20.615384615384617,355.15384615384613,332.15384615384613,125.6923076923077,123.07692307692308,234.0,223.76923076923077,1.6923076923076923,0.5384615384615384,34.25,23.75,399.5,329.0,140.5,122.25,259.0,220.5,2.0,0.75,0.7692307692307693,0.75,0.04202446344329899
2024_15_MIA_HOU,2024,15,HOU,MIA,8,2.5,23.692307692307693,22.153846153846153,335.2307692307692,308.61538461538464,114.07692307692308,108.6923076923077,246.84615384615384,220.6153846153846,1.6923076923076923,1.0,26.75,22.0,306.25,369.25,86.25,99.5,244.5,288.0,2.5,1.25,0.6153846153846154,0.5,0.03139967187676063,20.307692307692307,22.46153846153846,332.0769230769231,318.6923076923077,105.23076923076923,105.61538461538461,244.07692307692307,226.23076923076923,0.8461538461538461,0.8461538461538461,29.25,22.5,370.0,347.25,57.5,85.75,325.25,279.25,0.75,0.25,0.46153846153846156,0.75,0.025391326455806745
2024_15_NYJ_JAX,2024,15,JAX,NYJ,-7,-3.5,18.307692307692307,26.53846153846154,297.7692307692308,396.0769230769231,98.92307692307692,132.6153846153846,213.6153846153846,277.0769230769231,0.5384615384615384,1.3846153846153846,10.75,23.25,244.75,411.25,66.25,149.75,186.25,275.0,0.75,1.75,0.23076923076923078,0.25,0.024439266408409942,19.307692307692307,23.076923076923077,300.15384615384613,307.15384615384613,87.0,119.92307692307692,230.92307692307693,208.15384615384616,0.6153846153846154,1.0,20.0,29.25,280.5,343.5,85.5,91.5,214.75,268.75,0.25,0.75,0.23076923076923078,0.0,0.02664667533488273
2024_15_TB_LAC,2024,15,LAC,TB,-23,3.0,21.307692307692307,15.923076923076923,309.6923076923077,323.6923076923077,111.46153846153847,117.61538461538461,214.69230769230768,220.84615384615384,1.3846153846153846,0.38461538461538464,22.75,22.25,299.25,372.25,97.0,133.5,219.5,247.0,1.0,0.5,0.6153846153846154,0.5,0.03391629955141088,27.923076923076923,23.76923076923077,379.46153846153845,368.53846153846155,138.30769230769232,115.15384615384616,256.46153846153845,271.53846153846155,1.0769230769230769,1.3846153846153846,26.0,16.5,382.75,327.75,163.75,80.0,236.25,262.0,1.0,1.5,0.5384615384615384,0.75,0.035734509394152354
2024_15_ATL_LV,2024,15,LV,ATL,-6,-6.5,18.153846153846153,27.76923076923077,303.3076923076923,332.84615384615387,79.07692307692308,117.23076923076923,245.0,235.84615384615384,0.6153846153846154,1.9230769230769231,17.0,27.5,354.25,356.75,84.0,90.0,288.75,290.5,0.75,1.5,0.15384615384615385,0.0,0.0193511046403017,21.384615384615383,25.615384615384617,371.3076923076923,350.3076923076923,120.84615384615384,120.76923076923077,264.15384615384613,237.6153846153846,0.7692307692307693,1.4615384615384615,14.25,29.25,385.5,346.75,126.25,93.0,273.0,268.25,0.25,2.0,0.46153846153846156,0.0,0.024562285521059334
2024_15_CHI_MIN,2024,15,MIN,CHI,18,7.0,26.076923076923077,18.46153846153846,351.38461538461536,338.3076923076923,113.15384615384616,87.23076923076923,258.38461538461536,271.7692307692308,1.9230769230769231,1.3846153846153846,29.5,20.75,369.0,399.5,97.25,105.75,293.0,309.75,1.25,0.75,0.8461538461538461,1.0,0.04590348755941533,19.53846153846154,21.384615384615383,289.0,352.7692307692308,105.84615384615384,134.76923076923077,211.69230769230768,232.84615384615384,1.5384615384615385,0.6153846153846154,19.75,27.75,313.5,418.75,100.75,138.75,241.75,287.75,1.0,0.25,0.3076923076923077,0.0,0.030979689875102398
2024_15_WAS_NO,2024,15,NO,WAS,-1,-7.5,22.307692307692307,22.46153846153846,341.6923076923077,380.9230769230769,128.69230769230768,134.15384615384616,224.15384615384616,260.7692307692308,1.2307692307692308,0.9230769230769231,20.75,15.75,364.75,390.5,136.25,128.75,234.5,277.75,0.5,0.75,0.38461538461538464,0.75,0.022572141992340283,28.923076923076923,22.76923076923077,378.0769230769231,327.84615384615387,156.84615384615384,137.0,232.46153846153845,205.07692307692307,0.9230769230769231,0.6153846153846154,28.25,26.75,346.25,330.75,141.25,123.5,218.5,218.75,1.0,1.25,0.6153846153846154,0.25,0.03396836342224992
2024_15_BAL_NYG,2024,15,NYG,BAL,-21,-16.5,14.923076923076923,22.53846153846154,301.2307692307692,336.53846153846155,115.61538461538461,141.69230769230768,205.6153846153846,213.69230769230768,0.7692307692307693,1.3076923076923077,13.75,22.75,290.25,341.5,117.75,139.75,196.75,208.5,0.75,1.75,0.15384615384615385,0.0,0.017537474594223758,29.46153846153846,24.46153846153846,420.6923076923077,347.9230769230769,178.69230769230768,82.6923076923077,253.15384615384616,283.61538461538464,0.8461538461538461,0.6923076923076923,25.0,24.75,370.25,327.5,150.25,98.5,227.75,242.25,0.5,0.75,0.6153846153846154,0.5,0.03925017252613417
2024_15_PIT_PHI,2024,15,PHI,PIT,14,5.5,26.307692307692307,18.0,371.53846153846155,284.6923076923077,190.46153846153845,105.76923076923077,200.53846153846155,199.53846153846155,1.0769230769230769,0.7692307692307693,27.25,18.25,365.25,307.5,222.75,117.25,156.5,215.5,0.75,0.0,0.8461538461538461,1.0,0.0430161812153395,24.846153846153847,18.307692307692307,338.0769230769231,310.46153846153845,132.07692307692307,91.53846153846153,223.76923076923077,235.15384615384616,2.0,0.8461538461538461,27.0,23.0,364.5,327.5,118.0,101.5,261.75,236.75,2.75,1.0,0.7692307692307693,0.75,0.03828777049929315
2024_15_GB_SEA,2024,15,SEA,GB,-17,-3.0,23.23076923076923,21.76923076923077,344.38461538461536,339.3076923076923,95.38461538461539,126.53846153846153,269.9230769230769,230.69230769230768,1.1538461538461537,1.0769230769230769,23.0,15.5,310.5,298.25,104.75,97.5,228.5,222.0,1.5,0.5,0.6153846153846154,1.0,0.030760760113156847,26.846153846153847,21.076923076923077,376.61538461538464,329.2307692307692,144.69230769230768,106.92307692307692,238.76923076923077,239.07692307692307,1.6923076923076923,1.0769230769230769,29.75,20.0,344.25,350.0,122.0,93.25,226.0,269.5,1.0,0.5,0.6923076923076923,0.75,0.04361356046060875
2024_15_LA_SF,2024,15,SF,LA,-6,3.0,23.692307692307693,23.692307692307693,378.53846153846155,298.46153846153845,138.92307692307693,115.92307692307692,248.53846153846155,196.6153846153846,1.2307692307692308,1.3076923076923077,18.75,26.5,302.25,287.0,114.75,137.75,194.25,169.0,0.5,1.75,0.46153846153846156,0.25,0.03321443682656856,22.923076923076923,25.53846153846154,340.6923076923077,366.2307692307692,103.0,141.0,254.07692307692307,243.0,1.1538461538461537,0.9230769230769231,28.25,28.75,367.75,409.25,123.0,171.25,260.25,246.75,0.5,0.25,0.5384615384615384,0.75,0.03621272511429202
2024_15_CIN_TEN,2024,15,TEN,CIN,-10,-6.0,17.46153846153846,26.307692307692307,295.38461538461536,292.0,112.53846153846153,116.3076923076923,202.53846153846155,189.3846153846154,0.8461538461538461,1.6153846153846154,17.5,25.5,295.0,333.0,81.5,115.0,238.25,229.75,1.5,1.0,0.23076923076923078,0.25,0.02443929986748676,27.846153846153847,27.692307692307693,362.0769230769231,365.84615384615387,90.3076923076923,130.30769230769232,285.0769230769231,245.69230769230768,1.0,1.0,31.5,33.25,432.5,417.0,81.5,130.0,365.5,296.0,0.75,1.25,0.38461538461538464,0.25,0.028062506678771523
